token	lemma	Deg	Numb	Person	Mood_Tense_Voice	Case	Gend	Dis	pos
comite	comes	_	Sing	_	_	Abl	_	_	NOMcom
uobiscum	uos	_	Plur	_	_	Abl	_	_	PROper
{uobiscum}	cum	_	_	_	_	_	_	2	PRE
fui	sum	_	Sing	1	Ind|Perf|Act	_	_	1	VER
et	et	_	_	_	_	_	_	2	CONcoo
conspecta	conspicio	_	Plur	_	Par|Perf|Pass	Acc	Neut	_	VER
memoriae	memoria	_	Sing	_	_	Dat	_	_	NOMcom
commendaui	commendo	_	Sing	1	Ind|Perf|Act	_	_	_	VER

Et	et	_	_	_	_	_	_	2	CONcoo
incipiens	incipio	_	Sing	_	Par|Pres|Act	Nom	Com	_	VER
loca	locus	_	Plur	_	_	Acc	_	_	NOMcom
omnia	omnis	_	Plur	_	_	Acc	Neut	_	PROind
in	in	_	_	_	_	_	_	_	PRE
quibus	qui	_	Plur	_	_	Abl	Com	1	PROrel
Christus	Christus	_	Sing	_	_	Nom	_	_	NOMpro
passus	patior	_	Sing	_	Par|Perf|Pass	Nom	Masc	_	VER
est	sum	_	Sing	3	Ind|Pres|Act	_	_	1	VER
et	et	_	_	_	_	_	_	2	CONcoo
miracula	miraculum	_	Plur	_	_	Acc	_	_	NOMcom
quae	qui	_	Plur	_	_	Acc	Neut	1	PROrel
uiderat	uideo	_	Sing	3	Ind|Pqp|Act	_	_	_	VER
adeo	adeo	Pos	_	_	_	_	_	2	ADV
plene	plene	Pos	_	_	_	_	_	_	ADV
explicuit	explico	_	Sing	3	Ind|Perf|Act	_	_	_	VER
ut	ut	_	_	_	_	_	_	4	CONsub
nec	nec	_	_	_	_	_	_	1	ADVneg
in	in	_	_	_	_	_	_	_	PRE
aliquo	aliquis	_	Sing	_	_	Abl	Masc	_	PROind
deuiaret	deuio	_	Sing	3	Sub|Impa|Act	_	_	_	VER

Tunc	tunc	Pos	_	_	_	_	_	_	ADV
peregrinus	peregrinus	_	Sing	_	_	Nom	_	1	NOMcom
recepta	recipio	_	Sing	_	Par|Perf|Pass	Abl	Fem	_	VER
coniuge	coniux	_	Sing	_	_	Abl	_	_	NOMcom
et	et	_	_	_	_	_	_	2	CONcoo
puero	puer	_	Sing	_	_	Abl	_	_	NOMcom
nauem	nauis	_	Sing	_	_	Acc	_	_	NOMcom
laetus	laetus	Pos	Sing	_	_	Nom	Masc	2	ADJqua
conscendit	conscendo	_	Sing	3	Ind|Perf|Act	_	_	_	VER
et	et	_	_	_	_	_	_	2	CONcoo
paulo	paulo	Pos	_	_	_	_	_	_	ADV
post	post	Pos	_	_	_	_	_	1	ADV
Massiliae	Massilia	_	Sing	_	_	Gen	_	_	NOMpro
portibus	portus	_	Plur	_	_	Abl	_	_	NOMcom
applicuerunt	applico	_	Plur	3	Ind|Perf|Act	_	_	_	VER
et	et	_	_	_	_	_	_	2	CONcoo
ingressi	ingredior	_	Plur	_	Par|Perf|Dep	Nom	Masc	_	VER
inuenerunt	inuenio	_	Plur	3	Ind|Perf|Act	_	_	_	VER
beatam	beatus	Pos	Sing	_	_	Acc	Fem	_	ADJqua
Mariam	Maria	_	Sing	_	_	Acc	_	_	NOMpro
Magdalenam	Magdalene	_	Sing	_	_	Acc	_	_	NOMpro
cum	cum	_	_	_	_	_	_	2	PRE
suis	suus	_	Plur	_	_	Abl	Com	_	PROpos.ref
discipulis	discipulus	_	Plur	_	_	Abl	_	_	NOMcom
praedicantem	praedico	_	Sing	_	Par|Pres|Act	Acc	MascFem	1	VER

Et	et	_	_	_	_	_	_	2	CONcoo
eius	is	_	Sing	_	_	Gen	Com	_	PROdem
pedibus	pes	_	Plur	_	_	Abl	_	_	NOMcom
cum	cum	_	_	_	_	_	_	2	PRE
lacrimis	lacrima	_	Plur	_	_	Abl	_	_	NOMcom
prouoluti	prouoluo	_	Plur	_	Par|Perf|Pass	Nom	Masc	_	VER
omnia	omnis	_	Plur	_	_	Acc	Neut	_	PROind
quae	qui	_	Plur	_	_	Nom	Neut	1	PROrel
iis	is	_	Plur	_	_	Dat	Com	_	PROdem
acciderant	accido	_	Plur	3	Ind|Pqp|Act	_	_	1	VER
narrauerunt	narro	_	Plur	3	Ind|Perf|Act	_	_	_	VER
et	et	_	_	_	_	_	_	2	CONcoo
a	ab	_	_	_	_	_	_	_	PRE
beato	beatus	Pos	Sing	_	_	Abl	MascNeut	_	ADJqua
Maximino	Maximinus	_	Sing	_	_	Abl	_	_	NOMpro
sacrum	sacer	Pos	Sing	_	_	Acc	MascNeut	_	ADJqua
baptisma	baptisma	_	Sing	_	_	Acc	_	_	NOMcom
susceperunt	suscipio	_	Plur	3	Ind|Perf|Act	_	_	_	VER

Tunc	tunc	Pos	_	_	_	_	_	_	ADV
in	in	_	_	_	_	_	_	_	PRE
ciuitate	ciuitas	_	Sing	_	_	Abl	_	_	NOMcom
Massiliae	Massilia	_	Sing	_	_	Gen	_	_	NOMpro
omnium	omnis	_	Plur	_	_	Gen	Com	_	PROind
idolorum	idolum	_	Plur	_	_	Gen	_	_	NOMcom
templa	templum	_	Plur	_	_	Acc	_	_	NOMcom
destruentes	destruo	_	Plur	_	Par|Pres|Act	Nom	MascFem	_	VER
Christi	Christus	_	Sing	_	_	Gen	_	_	NOMpro
ecclesias	ecclesia	_	Plur	_	_	Acc	_	_	NOMcom
construxerunt	construo	_	Plur	3	Ind|Perf|Act	_	_	_	VER
et	et	_	_	_	_	_	_	2	CONcoo
beatum	beatus	Pos	Sing	_	_	Acc	MascNeut	_	ADJqua
Lazarum	Lazarus	_	Sing	_	_	Acc	_	_	NOMpro
in	in	_	_	_	_	_	_	_	PRE
eiusdem	idem	_	Sing	_	_	Gen	Com	_	PROdem
ciuitatis	ciuitas	_	Sing	_	_	Gen	_	_	NOMcom
episcopum	episcopus	_	Sing	_	_	Acc	_	_	NOMcom
unanimiter	unanimiter	Pos	_	_	_	_	_	_	ADV
elegerunt	eligo	_	Plur	3	Ind|Perf|Act	_	_	3	VER

Tandem	tandem	Pos	_	_	_	_	_	_	ADV
diuino	diuinus	Pos	Sing	_	_	Abl	MascNeut	2	ADJqua
nutu	nutus	_	Sing	_	_	Abl	_	_	NOMcom
ad	ad	_	_	_	_	_	_	2	PRE
Aquensem	Aquensis	Pos	Sing	_	_	Acc	MascFem	_	ADJqua
ciuitatem	ciuitas	_	Sing	_	_	Acc	_	_	NOMcom
uenerunt	uenio	_	Plur	3	Ind|Perf|Act	_	_	_	VER
et	et	_	_	_	_	_	_	2	CONcoo
populum	populus	_	Sing	_	_	Acc	_	1	NOMcom
illum	ille	_	Sing	_	_	Acc	Masc	_	PROdem
ad	ad	_	_	_	_	_	_	2	PRE
fidem	fides	_	Sing	_	_	Acc	_	2	NOMcom
Christi	Christus	_	Sing	_	_	Gen	_	_	NOMpro
per	per	_	_	_	_	_	_	_	PRE
multa	multus	Pos	Plur	_	_	Acc	Neut	_	ADJqua
miracula	miraculum	_	Plur	_	_	Acc	_	_	NOMcom
adduxerunt	adduco	_	Plur	3	Ind|Perf|Act	_	_	_	VER

