token	lemma	Deg	Numb	Person	Mood_Tense_Voice	Case	Gend	Dis	pos

cur	cur	_	_	_	_	_	_	_	ADVint
enim	enim	_	_	_	_	_	_	2	CONcoo
dubitemus	dubito	_	Plur	1	Sub|Pres|Act	_	_	_	VER
eam	is	_	Sing	_	_	Acc	Fem	_	PROdem
uiam	uia	_	Sing	_	_	Acc	_	_	NOMcom
utilem	utilis	Pos	Sing	_	_	Acc	MascFem	_	ADJqua
esse	sum	_	_	_	Inf|Pres|Act	_	_	1	VER
castigandis	castigo	_	Plur	_	Adj|_|Pass	Dat	Com	_	VER
sceleribus	scelus	_	Plur	_	_	Abl	_	_	NOMcom

quam	qui	_	Sing	_	_	Acc	Fem	1	PROrel
scimus	scio	_	Plur	1	Ind|Pres|Act	_	_	_	VER
olim	olim	Pos	_	_	_	_	_	_	ADV
tam	tam	Pos	_	_	_	_	_	_	ADV
diu	diu	Pos	_	_	_	_	_	_	ADV
placuisse	placeo	_	_	_	Inf|Perf|Act	_	_	_	VER
Romanis	Romani	_	Plur	_	_	Dat	_	_	NOMpro
administrandae	administro	_	Sing	_	Adj|_|Pass	Gen	Fem	_	VER
reipublicae	respublica	_	Sing	_	_	Gen	_	_	NOMcom
peritissimis	peritus	Sup	Plur	_	_	Dat	Com	_	ADJqua

nempe	nempe	Pos	_	_	_	_	_	_	ADV
hi	hic	_	Plur	_	_	Nom	Masc	1	PROdem
magnorum	magnus	Pos	Plur	_	_	Gen	MascNeut	_	ADJqua
facinorum	facinus	_	Plur	_	_	Gen	_	_	NOMcom
conuictos	conuinco	_	Plur	_	Par|Perf|Pass	Acc	Masc	_	VER
in	in	_	_	_	_	_	_	_	PRE
lapidicinas	lapidicina	_	Plur	_	_	Acc	_	_	NOMcom
atque	atque	_	_	_	_	_	_	1	CONcoo
fodienda	fodio	_	Plur	_	Adj|_|Pass	Acc	Neut	_	VER
metalla	metallum	_	Plur	_	_	Acc	_	_	NOMcom
damnabant	damno	_	Plur	3	Ind|Impa|Act	_	_	_	VER
perpetuis	perpetuus	Pos	Plur	_	_	Abl	Com	_	ADJqua
adseruandos	asseruo	_	Plur	_	Adj|_|Pass	Acc	Masc	_	VER
uinculis	uinculum	_	Plur	_	_	Abl	_	_	NOMcom

quamquam	quamquam	_	_	_	_	_	_	2	CONsub
ego	ego	_	Sing	_	_	Nom	_	_	PROper
quod	qui	_	Sing	_	_	Nom	Neut	1	PROrel
ad	ad	_	_	_	_	_	_	2	PRE
hanc	hic	_	Sing	_	_	Acc	Fem	1	PROdem
rem	res	_	Sing	_	_	Acc	_	_	NOMcom
attinet	attineo	_	Sing	3	Ind|Pres|Act	_	_	_	VER
nullius	nullus	_	Sing	_	_	Gen	Com	_	PROind
institutum	institutum	_	Sing	_	_	Acc	_	_	NOMcom
gentis	gens	_	Sing	_	_	Gen	_	_	NOMcom
magis	magis	Comp	_	_	_	_	_	2	ADV
probo	probo	_	Sing	1	Ind|Pres|Act	_	_	_	VER
quam	quam	_	_	_	_	_	_	1	ADVrel
id	is	_	Sing	_	_	Acc	Neut	_	PROdem
quod	qui	_	Sing	_	_	Acc	Neut	1	PROrel
interea	interea	Pos	_	_	_	_	_	_	ADV
dum	dum	_	_	_	_	_	_	2	CONsub
peregrinabar	peregrinor	_	Sing	1	Ind|Impa|Dep	_	_	_	VER
in	in	_	_	_	_	_	_	_	PRE
Perside	Persis	_	Sing	_	_	Abl	_	_	NOMpro
obseruatum	obseruo	_	Sing	_	Par|Perf|Pass	Acc	MascNeut	_	VER
apud	apud	_	_	_	_	_	_	_	PRE
uulgo	uulgus	_	Sing	_	_	Abl	_	_	NOMcom
dictos	dico	_	Plur	_	Par|Perf|Pass	Acc	Masc	2	VER
Polyleritas	Polyleritae	_	Plur	_	_	Acc	_	_	NOMpro
adnotaui	annoto	_	Sing	1	Ind|Perf|Act	_	_	_	VER
populum	populus	_	Sing	_	_	Acc	_	1	NOMcom
neque	neque	_	_	_	_	_	_	_	CONcoo
exiguum	exiguus	Pos	Sing	_	_	Acc	MascNeut	_	ADJqua
neque	neque	_	_	_	_	_	_	_	CONcoo
imprudenter	imprudenter	Pos	_	_	_	_	_	_	ADV
institutum	instituo	_	Sing	_	Par|Perf|Pass	Acc	MascNeut	_	VER
et	et	_	_	_	_	_	_	2	CONcoo
nisi	nisi	_	_	_	_	_	_	_	CONsub
quod	quod	_	_	_	_	_	_	2	CONsub
tributum	tributum	_	Sing	_	_	Nom	_	_	NOMcom
quotannis	quotannis	Pos	_	_	_	_	_	_	ADV
Persarum	Persae	_	Plur	_	_	Gen	_	_	NOMpro
pendit	pendo	_	Sing	3	Ind|Perf|Act	_	_	_	VER
regi	rex	_	Sing	_	_	Dat	_	_	NOMcom

cetera	cetera	Pos	_	_	_	_	_	2	ADV
liberum	liber	Pos	Sing	_	_	Acc	MascNeut	2	ADJqua
ac	ac	_	_	_	_	_	_	1	CONcoo
suis	suus	_	Plur	_	_	Abl	Com	_	PROpos.ref
permissum	permitto	_	Sing	_	Par|Perf|Pass	Acc	MascNeut	_	VER
legibus	lex	_	Plur	_	_	Abl	_	_	NOMcom

ceterum	ceterum	Pos	_	_	_	_	_	2	ADV
quoniam	quoniam	_	_	_	_	_	_	_	CONsub
longe	longe	Pos	_	_	_	_	_	_	ADV
ab	ab	_	_	_	_	_	_	_	PRE
mari	mare	_	Sing	_	_	Abl	_	_	NOMcom
montibus	mons	_	Plur	_	_	Abl	_	_	NOMcom
fere	fere	Pos	_	_	_	_	_	_	ADV
circumdati	circumdo	_	Plur	_	Par|Perf|Pass	Nom	Masc	_	VER
et	et	_	_	_	_	_	_	2	CONcoo
suae	suus	_	Sing	_	_	Gen	Fem	_	PROpos.ref
terrae	terra	_	Sing	_	_	Gen	_	_	NOMcom
nulla	nullus	_	Sing	_	_	Abl	Fem	_	PROind
in	in	_	_	_	_	_	_	_	PRE
re	res	_	Sing	_	_	Abl	_	_	NOMcom
maligne	malignus	Pos	Sing	_	_	Gen	Fem	_	ADJqua
contenti	contentus	Pos	Plur	_	_	Nom	Masc	1	ADJqua
fructibus	fructus	_	Plur	_	_	Abl	_	_	NOMcom
neque	neque	_	_	_	_	_	_	_	CONcoo
adeunt	adeo	_	Plur	3	Ind|Pres|Act	_	_	1	VER
alios	alius	_	Plur	_	_	Acc	Masc	_	PROind
saepe	saepe	Pos	_	_	_	_	_	_	ADV
neque	neque	_	_	_	_	_	_	_	CONcoo
adeuntur	adeo	_	Plur	3	Ind|Pres|Pass	_	_	1	VER

tamen	tamen	Pos	_	_	_	_	_	_	ADV
ex	ex	_	_	_	_	_	_	_	PRE
uetusto	uetustus	Pos	Sing	_	_	Abl	MascNeut	_	ADJqua
more	mos	_	Sing	_	_	Abl	_	_	NOMcom
gentis	gens	_	Sing	_	_	Gen	_	_	NOMcom
neque	neque	_	_	_	_	_	_	_	CONcoo
fines	finis	_	Plur	_	_	Acc	_	_	NOMcom
prorogare	prorogo	_	_	_	Inf|Pres|Act	_	_	_	VER
student	studeo	_	Plur	3	Ind|Pres|Act	_	_	_	VER
et	et	_	_	_	_	_	_	2	CONcoo
quos	qui	_	Plur	_	_	Acc	Masc	1	PROrel
habent	habeo	_	Plur	3	Ind|Pres|Act	_	_	_	VER
ab	ab	_	_	_	_	_	_	_	PRE
omni	omnis	_	Sing	_	_	Abl	Com	_	PROind
facile	facile	Pos	_	_	_	_	_	_	ADV
iniuria	iniuria	_	Sing	_	_	Abl	_	_	NOMcom
et	et	_	_	_	_	_	_	2	CONcoo
montes	mons	_	Plur	_	_	Acc	_	_	NOMcom
tuentur	tueor	_	Plur	3	Ind|Pres|Dep	_	_	_	VER
et	et	_	_	_	_	_	_	2	CONcoo
pensio	pensio	_	Sing	_	_	Nom	_	_	NOMcom
quam	qui	_	Sing	_	_	Acc	Fem	1	PROrel
rerum	res	_	Plur	_	_	Gen	_	_	NOMcom
potienti	potior	_	Sing	_	Par|Pres|Dep	Dat	Com	_	ADJqua
persoluunt	persoluo	_	Plur	3	Ind|Pres|Act	_	_	_	VER
immunes	immunis	Pos	Plur	_	_	Nom	MascFem	_	ADJqua
prorsus	prorsus	Pos	_	_	_	_	_	2	ADV
ab	ab	_	_	_	_	_	_	_	PRE
militia	militia	_	Sing	_	_	Abl	_	_	NOMcom
haud	haud	_	_	_	_	_	_	_	ADVneg
perinde	perinde	Pos	_	_	_	_	_	_	ADV
splendide	splendide	Pos	_	_	_	_	_	_	ADV
atque	atque	_	_	_	_	_	_	1	CONcoo
commode	commode	Pos	_	_	_	_	_	_	ADV
felicesque	felix界que	Pos	Plur	_	_	Nom	MascFem	_	ADJqua
magis	magis	Comp	_	_	_	_	_	2	ADV
quam	quam	_	_	_	_	_	_	1	ADVrel
nobiles	nobilis	Pos	Plur	_	_	Nom	MascFem	2	ADJqua
aut	aut	_	_	_	_	_	_	_	CONcoo
clari	clarus	Pos	Plur	_	_	Nom	Masc	_	ADJqua
degunt	dego	_	Plur	3	Ind|Pres|Act	_	_	_	VER

quippe	quippe	Pos	_	_	_	_	_	2	CONcoo
ne	ne	_	_	_	_	_	_	4	CONsub
nomine	nomen	_	Sing	_	_	Abl	_	_	NOMcom
quidem	quidem	Pos	_	_	_	_	_	_	ADV
opinor	opinor	_	Sing	1	Ind|Pres|Dep	_	_	_	VER
praeterquam	praeterquam	Pos	_	_	_	_	_	_	ADV
conterminis	conterminus	_	Plur	_	_	Abl	_	1	NOMcom
admodum	admodum	Pos	_	_	_	_	_	_	ADV
satis	satis	Pos	_	_	_	_	_	1	ADJqua
noti	notus	Pos	Plur	_	_	Nom	Masc	2	ADJqua

ergo	ergo	_	_	_	_	_	_	2	CONcoo
apud	apud	_	_	_	_	_	_	_	PRE
hos	hic	_	Plur	_	_	Acc	Masc	1	PROdem
furti	furtum	_	Plur	_	_	Nom	_	_	NOMcom
qui	qui	_	Plur	_	_	Nom	Masc	1	PROrel
peraguntur	perago	_	Plur	3	Ind|Pres|Pass	_	_	_	VER
quod	qui	_	Sing	_	_	Acc	Neut	1	PROrel
sustulere	tollo	_	Plur	3	Ind|Perf|Act	_	_	_	VER
domino	dominus	_	Sing	_	_	Dat	_	_	NOMcom
reddunt	reddo	_	Plur	3	Ind|Pres|Act	_	_	_	VER
non	non	_	_	_	_	_	_	_	ADVneg
quod	qui	_	Sing	_	_	Nom	Neut	1	PROrel
alibi	alibi	Pos	_	_	_	_	_	_	ADV
fieri	fio	_	_	_	Inf|Pres|Act	_	_	_	VER
solet	soleo	_	Sing	3	Ind|Pres|SemDep	_	_	_	VER
principi	princeps	_	Sing	_	_	Dat	_	1	NOMcom

utpote	utpote	Pos	_	_	_	_	_	_	ADV
cui	qui	_	Sing	_	_	Dat	Com	1	PROrel
tantum	tantum	_	Sing	_	_	Acc	MascNeut	1	PROdem
iuris	ius	_	Sing	_	_	Gen	_	1	NOMcom
esse	sum	_	_	_	Inf|Pres|Act	_	_	1	VER
censent	censeo	_	Plur	3	Ind|Pres|Act	_	_	_	VER
in	in	_	_	_	_	_	_	_	PRE
rem	res	_	Sing	_	_	Acc	_	_	NOMcom
furtiuam	furtiuus	Pos	Sing	_	_	Acc	Fem	_	ADJqua
quantum	quantum	_	_	_	_	_	_	3	ADVrel
ipsi	ipse	_	Sing	_	_	Nom	Com	_	PROdem
furi	fur	_	Sing	_	_	Gen	_	_	NOMcom

sin	sin	_	_	_	_	_	_	_	CONsub
res	res	_	Sing	_	_	Nom	_	_	NOMcom
perierit	pereo	_	Sing	3	Sub|Perf|Act	_	_	1	VER
pretio	pretium	_	Sing	_	_	Abl	_	_	NOMcom
ex	ex	_	_	_	_	_	_	_	PRE
bonis	bonum	_	Plur	_	_	Abl	_	_	NOMcom
furum	fur	_	Plur	_	_	Gen	_	_	NOMcom
confecto	conficio	_	Sing	_	Par|Perf|Pass	Abl	MascNeut	_	VER
ac	ac	_	_	_	_	_	_	1	CONcoo
persoluto	persoluo	_	Sing	_	Par|Perf|Pass	Abl	MascNeut	_	VER
tum	tum	Pos	_	_	_	_	_	_	ADV
reliquo	reliquus	Pos	Sing	_	_	Abl	MascNeut	_	ADJqua
uxoribus	uxor	_	Plur	_	_	Abl	_	_	NOMcom
eorum	is	_	Plur	_	_	Gen	MascNeut	_	PROdem
atque	atque	_	_	_	_	_	_	1	CONcoo
liberis	liberi	_	Plur	_	_	Abl	_	_	NOMcom
integro	integer	Pos	Sing	_	_	Abl	MascNeut	_	ADJqua
ipsi	ipse	_	Plur	_	_	Nom	Masc	_	PROdem
damnantur	damno	_	Plur	3	Ind|Pres|Pass	_	_	_	VER
in	in	_	_	_	_	_	_	_	PRE
opera	opus	_	Plur	_	_	Acc	_	1	NOMcom
ac	ac	_	_	_	_	_	_	1	CONcoo
nisi	nisi	_	_	_	_	_	_	_	CONsub
atrociter	atrociter	Pos	_	_	_	_	_	_	ADV
commissum	committo	_	Sing	_	Par|Perf|Pass	Nom	Neut	_	VER
furtum	furtum	_	Sing	_	_	Nom	_	_	NOMcom
est	sum	_	Sing	3	Ind|Pres|Act	_	_	1	VER
neque	neque	_	_	_	_	_	_	_	CONcoo
clauduntur	claudo	_	Plur	3	Ind|Pres|Pass	_	_	1	VER
ergastulo	ergastulum	_	Sing	_	_	Abl	_	_	NOMcom
neque	neque	_	_	_	_	_	_	_	CONcoo
gestant	gesto	_	Plur	3	Ind|Pres|Act	_	_	_	VER
compedes	compes	_	Plur	_	_	Nom	_	_	NOMcom
sed	sed	_	_	_	_	_	_	_	CONcoo
liberi	liber	Pos	Plur	_	_	Nom	Masc	2	ADJqua
ac	ac	_	_	_	_	_	_	1	CONcoo
soluti	solutus	Pos	Plur	_	_	Nom	Masc	_	ADJqua
in	in	_	_	_	_	_	_	_	PRE
publicis	publicus	Pos	Plur	_	_	Abl	Com	2	ADJqua
occupantur	occupo	_	Plur	3	Ind|Pres|Pass	_	_	2	VER
operibus	opus	_	Plur	_	_	Abl	_	1	NOMcom

detrectantes	detrecto	_	Plur	_	Par|Pres|Act	Acc	MascFem	_	VER
ac	ac	_	_	_	_	_	_	1	CONcoo
languidius	languide	Comp	_	_	_	_	_	_	ADV
gerentes	gero	_	Plur	_	Par|Pres|Act	Acc	MascFem	_	VER
sese	sui	_	Plur	_	_	Acc	_	1	PROref

non	non	_	_	_	_	_	_	_	ADVneg
tam	tam	Pos	_	_	_	_	_	_	ADV
uinculis	uinculum	_	Plur	_	_	Abl	_	_	NOMcom
cohercent	coerceo	_	Plur	3	Ind|Pres|Act	_	_	_	VER
quam	quam	_	_	_	_	_	_	1	ADVrel
excitant	excito	_	Plur	3	Ind|Pres|Act	_	_	1	VER
uerberibus	uerber	_	Plur	_	_	Abl	_	_	NOMcom
strenuam	strenuus	Pos	Sing	_	_	Acc	Fem	_	ADJqua
nauantes	nauo	_	Plur	_	Par|Pres|Act	Nom	MascFem	_	VER
operam	opera	_	Sing	_	_	Acc	_	_	NOMcom
absunt	absum	_	Plur	3	Ind|Pres|Act	_	_	1	VER
a	ab	_	_	_	_	_	_	_	PRE
contumeliis	contumelia	_	Plur	_	_	Abl	_	_	NOMcom
noctu	noctu	Pos	_	_	_	_	_	_	ADV
tantum	tantum	Pos	_	_	_	_	_	2	ADV
nominatim	nominatim	Pos	_	_	_	_	_	_	ADV
censiti	censeo	_	Plur	_	Par|Perf|Pass	Nom	Masc	_	VER
cubiculis	cubiculum	_	Plur	_	_	Abl	_	_	NOMcom
includuntur	includo	_	Plur	3	Ind|Pres|Pass	_	_	_	VER

praeter	praeter	_	_	_	_	_	_	2	PRE
assiduum	assiduus	Pos	Sing	_	_	Acc	MascNeut	_	ADJqua
laborem	labor	_	Sing	_	_	Acc	_	1	NOMcom
nihil	nihil	_	_	_	_	Ind	_	_	PROind
incommodi	incommodum	_	Sing	_	_	Gen	_	_	NOMcom
est	sum	_	Sing	3	Ind|Pres|Act	_	_	1	VER
in	in	_	_	_	_	_	_	_	PRE
uita	uita	_	Sing	_	_	Abl	_	_	NOMcom

aluntur	alo	_	Plur	3	Ind|Pres|Pass	_	_	_	VER
enim	enim	_	_	_	_	_	_	2	CONcoo
haud	haud	_	_	_	_	_	_	_	ADVneg
duriter	duriter	Pos	_	_	_	_	_	_	ADV
qui	qui	_	Plur	_	_	Nom	Masc	1	PROrel
publicae	publicus	Pos	Sing	_	_	Dat	Fem	2	ADJqua
rei	res	_	Sing	_	_	Dat	_	_	NOMcom
seruiunt	seruio	_	Plur	3	Ind|Pres|Act	_	_	_	VER
e	ex	_	_	_	_	_	_	_	PRE
publico	publicum	_	Sing	_	_	Abl	_	_	NOMcom

alibi	alibi	Pos	_	_	_	_	_	_	ADV
aliter	aliter	Pos	_	_	_	_	_	_	ADV

siquidem	siquidem	_	_	_	_	_	_	_	CONsub
alicubi	alicubi	Pos	_	_	_	_	_	_	ADV
quod	qui	_	Sing	_	_	Nom	Neut	1	PROrel
impenditur	impendo	_	Sing	3	Ind|Pres|Pass	_	_	_	VER
in	in	_	_	_	_	_	_	_	PRE
eos	is	_	Plur	_	_	Acc	Masc	_	PROdem
ex	ex	_	_	_	_	_	_	_	PRE
eleemosyna	eleemosyna	_	Sing	_	_	Abl	_	_	NOMcom
colligitur	colligo	_	Sing	3	Ind|Pres|Pass	_	_	3	VER
atque	atque	_	_	_	_	_	_	1	CONcoo
ea	is	_	Sing	_	_	Nom	Fem	_	PROdem
uia	uia	_	Sing	_	_	Nom	_	_	NOMcom
quamquam	quamquam	_	_	_	_	_	_	1	ADVrel
incerta	incertus	Pos	Sing	_	_	Nom	Fem	_	ADJqua

tamen	tamen	Pos	_	_	_	_	_	_	ADV
ut	ut	_	_	_	_	_	_	1	ADVrel
est	sum	_	Sing	3	Ind|Pres|Act	_	_	1	VER
ille	ille	_	Sing	_	_	Nom	Masc	_	PROdem
populus	populus	_	Sing	_	_	Nom	_	1	NOMcom
misericors	misericors	Pos	Sing	_	_	Nom	Com	_	ADJqua
nulla	nullus	_	Sing	_	_	Nom	Fem	_	PROind
reperitur	reperio	_	Sing	3	Ind|Pres|Pass	_	_	_	VER
uberior	uber	Comp	Sing	_	_	Nom	MascFem	2	ADJqua

alibi	alibi	Pos	_	_	_	_	_	_	ADV
reditus	reditus	_	Plur	_	_	Nom	_	_	NOMcom
quidam	quidam	_	Plur	_	_	Nom	Masc	_	PROind
publici	publicus	Pos	Plur	_	_	Nom	Masc	2	ADJqua
ad	ad	_	_	_	_	_	_	2	PRE
id	is	_	Sing	_	_	Acc	Neut	_	PROdem
destinantur	destino	_	Plur	3	Ind|Pres|Pass	_	_	_	VER

est	sum	_	Sing	3	Ind|Pres|Act	_	_	1	VER
ubi	ubi	_	_	_	_	_	_	3	CONsub
certum	certus	Pos	Sing	_	_	Acc	MascNeut	_	ADJqua
in	in	_	_	_	_	_	_	_	PRE
eos	is	_	Plur	_	_	Acc	Masc	_	PROdem
usus	usus	_	Sing	_	_	Nom	_	_	NOMcom
tributum	tributum	_	Sing	_	_	Acc	_	_	NOMcom
uiritim	uiritim	Pos	_	_	_	_	_	_	ADV
conferunt	confero	_	Plur	3	Ind|Pres|Act	_	_	_	VER

quin	quin	Pos	_	_	_	_	_	1	ADV
aliquot	aliquot	_	_	_	_	Ind	_	_	PROind
in	in	_	_	_	_	_	_	_	PRE
locis	locus	_	Plur	_	_	Abl	_	_	NOMcom
nullum	nullus	_	Sing	_	_	Acc	MascNeut	_	PROind
publicum	publicus	Pos	Sing	_	_	Acc	MascNeut	2	ADJqua
opus	opus	_	Sing	_	_	Acc	_	1	NOMcom
faciunt	facio	_	Plur	3	Ind|Pres|Act	_	_	_	VER
sed	sed	_	_	_	_	_	_	_	CONcoo
ut	ut	_	_	_	_	_	_	4	CONsub
priuatus	priuatus	Pos	Sing	_	_	Nom	Masc	_	ADJqua
quisque	quisque	_	Sing	_	_	Nom	MascFem	2	PROind
eget	egeo	_	Sing	3	Ind|Pres|Act	_	_	_	VER
mercenariis	mercenarius	_	Plur	_	_	Abl	_	1	NOMcom
ita	ita	Pos	_	_	_	_	_	_	ADV
illorum	ille	_	Plur	_	_	Gen	MascNeut	_	PROdem
cuiuspiam	quispiam	_	Sing	_	_	Gen	Com	_	PROind
in	in	_	_	_	_	_	_	_	PRE
eum	is	_	Sing	_	_	Acc	Masc	_	PROdem
diem	dies	_	Sing	_	_	Acc	_	_	NOMcom
operam	opera	_	Sing	_	_	Acc	_	_	NOMcom
stata	status	Pos	Sing	_	_	Abl	Fem	2	ADJqua
mercede	merces	_	Sing	_	_	Abl	_	_	NOMcom
conducit	conduco	_	Sing	3	Ind|Pres|Act	_	_	_	VER
apud	apud	_	_	_	_	_	_	_	PRE
forum	forum	_	Sing	_	_	Acc	_	1	NOMcom
paulo	paulo	Pos	_	_	_	_	_	_	ADV
minoris	paruus	Comp	Sing	_	_	Gen	Com	2	ADJqua
quam	quam	_	_	_	_	_	_	1	ADVrel
quanti	quantum	_	Sing	_	_	Gen	MascNeut	1	PROrel
liberam	liber	Pos	Sing	_	_	Acc	Fem	2	ADJqua
fuerat	sum	_	Sing	3	Ind|Pqp|Act	_	_	1	VER
conducturus	conduco	_	Sing	_	Par|Fut|Act	Nom	Masc	_	VER

praeterea	praeterea	Pos	_	_	_	_	_	_	ADV
fas	fas	_	_	_	_	Ind	_	_	NOMcom
est	sum	_	Sing	3	Ind|Pres|Act	_	_	1	VER
seruilem	seruilis	Pos	Sing	_	_	Acc	MascFem	_	ADJqua
ignauiam	ignauia	_	Sing	_	_	Acc	_	_	NOMcom
flagris	flagrum	_	Plur	_	_	Abl	_	_	NOMcom
corripere	corripio	_	_	_	Inf|Pres|Act	_	_	_	VER

sic	sic	Pos	_	_	_	_	_	_	ADV
fit	fio	_	Sing	3	Ind|Pres|Act	_	_	_	VER
uti	ut	_	_	_	_	_	_	4	CONsub
numquam	numquam	_	_	_	_	_	_	_	ADVneg
opere	opus	_	Sing	_	_	Abl	_	1	NOMcom
careant	careo	_	Plur	3	Sub|Pres|Act	_	_	_	VER

et	et	_	_	_	_	_	_	2	CONcoo
praeter	praeter	_	_	_	_	_	_	2	PRE
uictum	uictus	_	Sing	_	_	Acc	_	_	NOMcom
aliquid	aliquis	_	Sing	_	_	Acc	Neut	_	PROind
quoque	quisque	_	Sing	_	_	Abl	MascNeut	2	PROind
die	dies	_	Sing	_	_	Abl	_	_	NOMcom
ab	ab	_	_	_	_	_	_	_	PRE
singulis	singulus	_	Plur	_	_	Abl	Com	_	ADJdis
publico	publicus	Pos	Sing	_	_	Dat	MascNeut	2	ADJqua
inferatur	infero	_	Sing	3	Sub|Pres|Pass	_	_	_	VER
aerario	aerarium	_	Sing	_	_	Dat	_	_	NOMcom

uno	unus	_	Sing	_	_	Abl	MascNeut	_	ADJcar
quodam	quidam	_	Sing	_	_	Abl	MascNeut	_	PROind
colore	color	_	Sing	_	_	Abl	_	_	NOMcom
uestiuntur	uestio	_	Plur	3	Ind|Pres|Pass	_	_	_	VER
et	et	_	_	_	_	_	_	2	CONcoo
omnes	omnis	_	Plur	_	_	Nom	MascFem	_	PROind
et	et	_	_	_	_	_	_	2	CONcoo
soli	solus	_	Plur	_	_	Nom	Masc	_	PROind
capillo	capillus	_	Sing	_	_	Abl	_	_	NOMcom
non	non	_	_	_	_	_	_	_	ADVneg
abraso	abrado	_	Sing	_	Par|Perf|Pass	Abl	MascNeut	_	VER
uerum	uerum	_	_	_	_	_	_	4	CONcoo
paulo	paulo	Pos	_	_	_	_	_	_	ADV
supra	supra	_	_	_	_	_	_	2	PRE
auriculas	auricula	_	Plur	_	_	Acc	_	_	NOMcom
attonso	attondeo	_	Sing	_	Par|Perf|Pass	Abl	MascNeut	_	ADJqua
e	ex	_	_	_	_	_	_	_	PRE
quarum	qui	_	Plur	_	_	Gen	Fem	1	PROrel
altera	alter	_	Sing	_	_	Nom	Fem	_	PROind
paululum	paululum	Pos	_	_	_	_	_	2	ADV
praescinditur	praescindo	_	Sing	3	Ind|Pres|Pass	_	_	_	VER

cibum	cibus	_	Sing	_	_	Acc	_	_	NOMcom
cuique	quisque	_	Sing	_	_	Dat	Com	2	PROind
ab	ab	_	_	_	_	_	_	_	PRE
amicis	amicus	_	Plur	_	_	Abl	_	1	NOMcom
dari	do	_	_	_	Inf|Pres|Pass	_	_	_	VER
potumque	potus界que	_	Sing	_	_	Acc	_	1	NOMcom
ac	ac	_	_	_	_	_	_	1	CONcoo
sui	suus	_	Sing	_	_	Gen	MascNeut	_	PROpos.ref
coloris	color	_	Sing	_	_	Gen	_	_	NOMcom
uestem	uestis	_	Sing	_	_	Acc	_	_	NOMcom
licet	licet	_	Sing	3	Ind|Pres|Act	_	_	1	VER

pecuniam	pecunia	_	Sing	_	_	Acc	_	_	NOMcom
datam	do	_	Sing	_	Par|Perf|Pass	Acc	Fem	_	VER
esse	sum	_	_	_	Inf|Pres|Act	_	_	1	VER
danti	do	_	Sing	_	Par|Pres|Act	Dat	Com	_	VER
pariter	pariter	Pos	_	_	_	_	_	_	ADV
atque	atque	_	_	_	_	_	_	1	CONcoo
accipienti	accipio	_	Sing	_	Par|Pres|Act	Dat	Com	_	VER
capitale	capitalis	Pos	Sing	_	_	Acc	Neut	_	ADJqua
neque	neque	_	_	_	_	_	_	_	CONcoo
minus	parum	Comp	_	_	_	_	_	2	ADV
periculosum	periculosus	Pos	Sing	_	_	Nom	Neut	_	ADJqua
etiam	etiam	Pos	_	_	_	_	_	_	ADV
homini	homo	_	Sing	_	_	Dat	_	_	NOMcom
libero	liber	Pos	Sing	_	_	Dat	MascNeut	2	ADJqua
quacumque	quicumque	_	Sing	_	_	Abl	Fem	2	PROind
de	de	_	_	_	_	_	_	_	PRE
causa	causa	_	Sing	_	_	Abl	_	_	NOMcom
nummum	numus	_	Sing	_	_	Acc	_	_	NOMcom
a	ab	_	_	_	_	_	_	_	PRE
damnato	damno	_	Sing	_	Par|Perf|Pass	Abl	MascNeut	_	VER
recepisse	recipio	_	_	_	Inf|Perf|Act	_	_	_	VER
et	et	_	_	_	_	_	_	2	CONcoo
seruos	seruus	_	Plur	_	_	Acc	_	1	NOMcom
item	item	Pos	_	_	_	_	_	_	ADV
sic	sic	Pos	_	_	_	_	_	_	ADV
enim	enim	_	_	_	_	_	_	2	CONcoo
damnatos	damno	_	Plur	_	Par|Perf|Pass	Acc	Masc	_	VER
uocant	uoco	_	Plur	3	Ind|Pres|Act	_	_	_	VER
arma	arma	_	Plur	_	_	Acc	_	_	NOMcom
contingere	contingo	_	_	_	Inf|Pres|Act	_	_	1	VER

suos	sui	_	Plur	_	_	Acc	Masc	2	PROpos.ref
quaeque	quisque	_	Sing	_	_	Nom	Fem	2	PROind
regio	regio	_	Sing	_	_	Nom	_	_	NOMcom
propria	proprius	Pos	Sing	_	_	Abl	Fem	_	ADJqua
distinguit	distinguo	_	Sing	3	Ind|Pres|Act	_	_	_	VER
nota	nota	_	Sing	_	_	Abl	_	_	NOMcom
quam	qui	_	Sing	_	_	Acc	Fem	1	PROrel
abiecisse	abicio	_	_	_	Inf|Perf|Act	_	_	_	VER
capitale	capitalis	Pos	Sing	_	_	Nom	Neut	_	ADJqua
est	sum	_	Sing	3	Ind|Pres|Act	_	_	1	VER
ut	ut	_	_	_	_	_	_	4	CONsub
uel	uel	Pos	_	_	_	_	_	2	CONcoo
extra	extra	_	_	_	_	_	_	2	PRE
suos	sui	_	Plur	_	_	Acc	Masc	2	PROpos.ref
conspici	conspicio	_	_	_	Inf|Pres|Pass	_	_	_	VER
fines	finis	_	Plur	_	_	Acc	_	_	NOMcom
uel	uel	Pos	_	_	_	_	_	2	CONcoo
cum	cum	_	_	_	_	_	_	2	PRE
alterius	alter	_	Sing	_	_	Gen	Com	_	PROind
